ticket_id,customer_id,created_at,status,issue_description,priority
4689,278,2024-08-23 21:15:41,open,Institution east any.,high
4690,806,2024-11-04 13:06:43,in_progress,Everything save level entire floor technology.,medium
4691,892,2024-09-20 21:33:18,in_progress,Science reveal measure environment clearly although truth.,high
4692,459,2024-07-25 13:00:44,closed,Feel nation standard fine politics others.,medium
4693,965,2024-07-11 12:37:44,closed,Stock peace somebody else professor statement.,low
4694,158,2025-07-07 18:22:30,in_progress,Trouble stuff station firm always seem.,medium
4695,933,2025-02-18 08:32:30,closed,Yourself method describe seem create mouth third.,medium
4696,552,2024-08-03 02:33:57,closed,Area financial in between.,medium
4697,64,2025-03-15 19:07:45,in_progress,Business entire ready by agree car car.,medium
4698,101,2024-08-17 01:01:20,in_progress,Lose owner current star arm range.,medium
4699,68,2024-08-03 16:52:23,closed,Ever popular read year near Mr garden.,medium
4700,783,2024-08-24 13:15:53,in_progress,Mind top always discussion fight thousand new.,medium
4701,245,2024-10-13 21:23:32,in_progress,Republican available eye certainly contain morning these.,medium
4702,398,2024-11-20 06:34:51,closed,Need really reveal present fill for college.,high
4703,384,2024-11-07 19:33:41,closed,Available leave activity stage until analysis player.,low
4704,731,2024-07-13 12:04:13,in_progress,Career special similar real individual affect although.,medium
4705,97,2025-01-14 17:51:55,closed,You federal rest collection point its party.,medium
4706,267,2024-08-25 18:58:49,closed,Head develop certain already land after.,low
4707,118,2025-02-01 00:49:02,in_progress,Film second property.,low
4708,7,2025-04-18 11:19:22,open,Throw capital leader smile partner.,high
4709,990,2025-06-15 02:13:30,closed,Yard each growth example member may ok.,low
4710,916,2024-12-13 16:08:03,in_progress,Debate operation trip article spring issue quality.,medium
4711,773,2025-02-23 08:17:16,open,Current chance throughout hair.,medium
4712,747,2024-08-18 13:25:08,closed,Gun participant financial.,low
4713,128,2025-07-08 21:34:49,open,Military likely bit defense.,medium
4714,596,2024-08-16 16:38:01,closed,Way create where less outside.,medium
4715,899,2025-07-08 06:15:59,closed,Military nature long bad hot peace.,medium
4716,731,2025-01-20 23:50:04,in_progress,Information wonder music relationship break.,high
4717,420,2025-06-02 22:31:09,open,Suffer push early approach end back.,high
4718,170,2024-12-19 00:47:04,in_progress,Dinner you push campaign ago road research.,low
4719,410,2025-04-01 19:57:27,closed,Turn wrong accept sell form we.,low
4720,557,2024-07-31 11:01:01,closed,Interest if modern.,low
4721,593,2024-08-26 19:38:28,in_progress,Say child machine.,high
4722,329,2024-09-25 07:50:00,in_progress,Perhaps subject enjoy stay crime decide.,low
4723,763,2025-06-02 01:26:23,open,Single cup life more place very.,medium
4724,534,2025-02-26 08:36:35,closed,Significant character away range raise.,low
4725,809,2025-05-14 19:20:30,in_progress,Any show image task road student.,medium
4726,286,2025-03-30 01:44:25,open,North wear most little than kid.,high
4727,357,2025-01-13 07:11:57,open,Door whom answer likely learn.,medium
4728,650,2025-06-08 03:06:27,open,Local benefit company house style four.,medium
4729,335,2024-12-12 14:48:39,closed,Challenge forward to money in back.,medium
4730,9,2024-09-18 15:48:43,open,Down surface tax life she bank.,low
4731,706,2025-05-29 05:12:05,in_progress,Contain her argue television green economic.,low
4732,646,2024-07-16 14:45:44,open,Role Mr argue reach.,medium
4733,211,2025-01-26 10:53:28,in_progress,Stop nature degree up first.,high
4734,605,2024-12-14 11:59:33,open,Return least return contain throw throughout upon.,medium
4735,781,2024-08-21 06:41:32,open,Gun drug American training.,high
4736,692,2024-12-25 20:25:00,in_progress,Other point reason seek.,high
4737,407,2025-01-21 23:14:07,in_progress,Box beautiful eight likely medical.,medium
4738,677,2025-02-08 19:01:10,in_progress,Drug single American off peace including power.,medium
4739,325,2024-12-24 18:16:40,in_progress,Too as walk modern near door around.,medium
4740,459,2025-05-06 08:09:16,closed,Only figure student last many.,low
4741,678,2024-08-23 05:16:11,closed,Theory authority item.,low
4742,334,2024-09-17 21:55:28,open,Age less economy piece realize appear shake season.,medium
4743,131,2025-06-03 06:37:34,open,Response color will image.,low
4744,875,2024-12-09 05:00:22,open,Product situation daughter hour trial look draw.,high
4745,837,2024-07-22 07:46:43,open,Buy when ask growth simply federal.,high
4746,926,2025-07-11 02:49:42,closed,Large woman Republican court teach.,low
4747,302,2025-05-29 02:08:02,in_progress,Discussion right will.,low
4748,450,2025-05-07 12:19:27,open,Condition two later something enjoy prepare hand.,medium
4749,674,2025-06-28 04:04:13,in_progress,Western forget eat must indeed hold.,medium
4750,323,2025-06-14 10:41:01,open,As ready eat material.,high
4751,573,2024-11-03 00:44:57,in_progress,Organization meet ahead arrive quickly almost.,medium
4752,515,2025-01-08 10:18:50,closed,Policy director here.,medium
4753,508,2025-01-03 05:20:01,in_progress,General always quite movie occur include strategy.,low
4754,5,2025-04-23 02:43:19,closed,Politics important rest shoulder decide.,low
4755,881,2024-12-04 05:39:14,closed,Really dream realize number past her however.,medium
4756,250,2024-09-05 19:59:45,in_progress,Order little particular attorney of senior.,low
4757,824,2025-06-14 16:35:24,open,Road available purpose evidence method.,high
4758,808,2025-05-31 03:58:42,open,Professional agreement economic present thing it case.,low
4759,822,2025-03-27 21:32:25,open,Information administration enough party appear play different.,high
4760,823,2025-04-17 06:11:49,closed,Building worker how will hold treatment.,medium
4761,805,2025-02-22 01:19:24,open,Suggest current wait some nothing laugh.,high
4762,639,2024-09-13 22:53:53,open,Actually court ever note end.,high
4763,425,2025-03-12 14:37:46,closed,Quite share of show weight.,medium
4764,47,2025-06-06 23:06:42,in_progress,Which citizen new seven.,medium
4765,364,2025-03-20 14:13:03,in_progress,Perhaps lead impact one large energy name.,high
4766,908,2025-06-10 18:10:32,closed,Provide hope dream sea.,high
4767,541,2025-04-15 05:02:03,in_progress,Drop significant best.,low
4768,496,2024-09-14 12:19:41,in_progress,Human key return analysis left.,low
4769,362,2025-05-18 17:08:43,closed,Treatment nature laugh food water.,high
4770,590,2024-12-13 14:52:39,closed,Traditional phone per.,high
4771,903,2025-02-08 09:43:18,in_progress,Many marriage fall apply memory.,low
4772,65,2024-10-11 01:16:44,in_progress,Task heart establish wonder Congress material.,medium
4773,101,2025-01-31 09:19:12,in_progress,Teacher various themselves.,high
4774,189,2025-04-05 14:29:12,in_progress,Make including idea.,medium
4775,87,2024-12-05 08:19:43,in_progress,Fine include management cause environmental form woman.,high
4776,501,2024-07-13 22:53:43,open,Quickly its threat system sell.,high
4777,178,2025-02-16 03:20:10,in_progress,Difference result central choose town officer.,medium
4778,272,2024-12-28 06:38:16,closed,Big stage marriage save.,high
4779,349,2025-04-30 00:02:34,open,Many drive life easy center particularly social.,low
4780,208,2025-05-31 03:09:00,closed,Grow consumer great political final to likely cause.,low
4781,356,2025-03-07 18:05:21,open,Collection carry raise her word kitchen.,medium
4782,178,2025-01-29 22:01:22,closed,Week town clearly reach table guess.,medium
4783,807,2024-12-29 23:35:19,in_progress,News machine gas heavy go organization partner.,medium
4784,49,2025-05-25 21:57:07,open,Pretty where century note writer technology general.,high
4785,321,2024-12-23 02:49:36,in_progress,Hard type specific economy then.,low
4786,910,2025-06-14 17:20:14,closed,Hand city foreign maybe life recognize.,medium
4787,23,2025-04-05 02:21:07,closed,Year water though bank believe firm bad person.,low
4788,766,2024-11-20 11:08:51,open,Body economic issue religious because.,low
4789,34,2025-01-14 13:02:46,open,Population seem present ball no.,medium
4790,329,2025-01-08 11:38:23,in_progress,Couple administration sit gas have data.,medium
4791,273,2024-11-30 14:23:21,in_progress,Maybe religious break whom.,high
4792,529,2025-05-03 15:29:20,closed,Put scientist sound now international.,low
4793,204,2025-04-29 06:01:30,open,Tonight which detail wonder for trial best.,medium
4794,621,2025-05-05 16:20:40,closed,Factor establish pattern cell eight.,high
4795,380,2025-07-07 19:47:49,in_progress,Treat and offer no.,high
4796,604,2025-05-21 20:36:44,open,Important occur at surface how forward.,medium
4797,280,2025-02-16 12:54:14,closed,Media technology better her owner.,medium
4798,461,2024-12-22 01:55:30,in_progress,College local not including.,medium
4799,783,2025-02-23 13:37:20,closed,Family surface him technology.,low
4800,132,2025-03-04 08:53:20,open,Follow despite consumer.,medium
4801,122,2025-05-30 06:41:45,closed,Around wife talk politics but represent.,low
4802,482,2025-04-11 16:13:25,open,Win against best boy coach.,high
4803,95,2025-02-21 20:41:29,open,Hair risk sport top gun yard per.,low
4804,978,2024-08-05 12:43:33,open,Use either scene ok.,low
4805,51,2024-08-06 21:10:36,open,I region she push career total fund.,low
4806,213,2024-10-14 07:10:39,closed,Want near movement.,high
4807,539,2024-12-19 10:38:44,closed,Push writer trip significant benefit person relate.,low
4808,474,2025-04-29 23:44:47,open,Relationship give sell how including before recognize.,low
4809,358,2025-03-17 14:30:43,closed,Such two eight well court.,high
4810,217,2024-09-17 06:59:33,closed,Once senior record.,low
4811,770,2024-11-27 23:52:09,closed,Society very three area pressure.,low
4812,803,2024-07-21 11:27:00,closed,Speak consumer visit.,high
4813,73,2024-09-30 05:21:10,in_progress,Remain character glass lot particularly.,low
4814,625,2025-06-02 02:38:38,in_progress,Exist itself law dream style cover suggest.,high
4815,913,2024-12-31 14:05:50,closed,Always particular radio new.,high
4816,702,2024-10-03 10:03:02,closed,Fear simply generation speech.,medium
4817,5,2024-11-07 22:20:27,closed,Practice believe might school such per.,high
4818,912,2025-02-27 03:42:14,open,Where up usually especially option else low.,low
4819,532,2025-07-05 22:01:51,in_progress,East human value understand.,low
4820,778,2024-10-25 04:53:47,open,Child top charge window.,high
4821,442,2025-06-28 03:51:37,closed,Site case few to feel keep late.,low
4822,160,2025-06-11 22:44:32,closed,Red difficult action quickly stay election we.,low
4823,183,2024-07-12 17:00:53,in_progress,Sport pass act artist lay father police.,medium
4824,892,2025-04-13 06:04:17,open,Growth measure go three gun big.,high
4825,806,2024-07-19 03:06:13,in_progress,After pressure benefit knowledge art.,low
4826,943,2025-03-27 10:47:25,open,Pretty fish firm provide.,medium
4827,28,2025-04-29 00:04:43,in_progress,Throughout argue serious necessary interesting support who.,low
4828,27,2025-05-02 09:23:21,closed,Power take none draw onto program bring sure.,medium
4829,344,2024-10-19 10:50:49,closed,Next fine after bank various wind decision.,low
4830,907,2024-09-12 09:37:29,closed,Main test few instead free fear.,low
4831,854,2024-07-20 03:22:14,in_progress,Spend approach three.,medium
4832,659,2025-01-02 05:33:35,closed,Now above strong lot water beat tonight war.,low
4833,992,2025-02-23 03:24:43,in_progress,Single writer forget future week structure think.,high
4834,980,2025-06-08 16:26:59,in_progress,Rock instead minute.,medium
4835,334,2024-11-16 01:26:06,open,Not art value marriage science claim seven.,medium
4836,237,2025-01-29 04:55:59,open,Region analysis next hit expert resource interest.,medium
4837,138,2024-12-17 07:37:10,closed,State natural sense partner great Mr consumer shoulder.,high
4838,784,2025-06-05 23:30:44,in_progress,Successful behind local player.,high
4839,743,2024-12-02 22:24:57,closed,Her well understand firm my book reveal.,high
4840,2,2025-03-28 11:53:15,open,Might war personal edge would wind spring many.,low
4841,108,2025-02-05 13:51:08,open,Join actually less she.,high
4842,85,2025-04-12 08:49:59,open,Step consider least everything of someone to.,high
4843,650,2024-12-24 06:24:36,in_progress,Surface account leader realize share offer.,high
4844,944,2024-08-08 22:00:50,open,Get college read yard.,low
4845,696,2024-12-15 04:57:14,in_progress,Peace including manage likely question.,medium
4846,649,2025-01-09 09:23:57,in_progress,Friend ten fast low behind.,high
4847,596,2024-11-05 01:29:59,in_progress,Like card themselves will find score.,medium
4848,360,2025-04-09 21:34:16,open,Tax group more.,medium
4849,800,2024-12-25 08:00:02,in_progress,General movie another through.,high
4850,129,2025-05-24 13:07:50,in_progress,Religious meeting card industry building know goal.,high
4851,510,2025-04-28 06:43:24,closed,Including people experience raise current.,high
4852,454,2024-11-28 18:10:05,open,Because politics five painting perhaps industry outside.,high
4853,933,2025-02-23 12:02:55,open,Key dog last whatever white use matter.,medium
4854,888,2024-08-16 15:29:31,open,Feeling deal article idea treatment rest rate image.,low
4855,269,2025-06-01 08:35:30,open,Identify very son carry feeling bad cost.,low
4856,36,2024-11-25 01:25:09,open,Employee resource main forward future water person.,medium
4857,159,2025-01-14 17:19:21,open,Among something state our hotel help.,medium
4858,809,2024-10-23 14:18:53,in_progress,Picture country school.,low
4859,375,2024-12-13 22:11:16,open,Some report entire degree.,low
4860,5,2024-07-26 07:03:41,closed,Minute than boy.,medium
4861,743,2024-10-30 17:30:54,in_progress,Yet success hundred gun market.,low
4862,241,2024-08-25 15:22:35,in_progress,Actually still sound size common pattern with.,low
4863,116,2025-03-22 10:00:54,closed,Raise hit beyond history past issue.,high
4864,698,2025-02-05 23:31:01,closed,Without far across popular final read do.,high
4865,436,2025-01-07 10:33:20,closed,Then industry do produce campaign.,medium
4866,194,2024-08-17 23:36:31,in_progress,System unit message community boy.,high
